"ID","x","y","slope","temp"
1,0,0,25.9570016419964,10.3449585444505
1,-1.06876079232348,-0.19465004788706,18.6066321066409,8.35253099525959
1,-6.15254853755766,2.05134314309403,16.5240040430522,13.5296498309186
1,-6.70398298776555,3.33847982511563,9.15491663486675,10.9510948232225
1,-6.54166651849521,3.55384319786761,5.54768578923122,11.243328066867
1,-7.16029816291835,1.96037653811889,8.12940204764947,13.1872796251479
1,-6.11068756104179,2.43737804600183,9.05313993326968,11.3892769476854
1,-5.16779378331313,1.37851663103321,8.29724058650527,13.2800528489943
1,-5.07578261656756,1.96265875897079,9.97484569550014,12.7519779751991
1,-7.27896295897061,1.6910152311307,9.11412339213053,8.9251120894112
1,-12.3257511203177,2.29567640709758,11.0061282894322,9.65524828916199
1,-16.3508764671323,3.09254833637792,17.5026312125752,14.0550846488196
1,-22.9592229441081,10.0336969384017,14.8793232430672,11.0405072449127
1,-23.8602432663764,12.1951999132526,9.90314055202137,9.47497948921321
1,-25.4448803869346,17.2986401294272,11.2876603578241,12.1182830538187
1,-24.5370174848149,18.9705538984372,16.1265659035293,12.4937640244934
1,-23.4413651796679,19.6222839085025,19.0328731828792,9.43394313315202
1,-17.2828947737423,21.1082983717562,10.3777154098817,10.5636919470317
1,-18.3511329399302,21.508597763936,13.2295663420171,8.70730966172209
1,-26.5966738836789,26.767874365097,11.8185521753873,12.7536785709771
1,-33.6903276635249,32.8645387854387,18.7618313197366,11.8235745643314
1,-36.3663882486758,34.4913436524724,33.7751965935733,11.398779807377
1,-42.4407803996593,37.8632754782257,34.3428034715397,9.17334446707485
1,-44.2676374410036,40.1793992316304,28.3098417474284,10.4890191889782
1,-49.0026640065965,40.932455166472,33.1504711356617,10.9484868339236
1,-48.4297853497422,41.3503827012407,27.651111870268,8.7406696593151
1,-49.4672214941402,40.6060110337191,26.0772649996195,8.57884257951766
1,-51.6346514376872,39.7326362069414,24.1600118654253,6.53126427041354
1,-57.0463872198231,40.9022156429428,32.5095108311911,7.86447404971314
1,-59.5187970541436,42.9035468891429,25.1646393107433,5.11555461902175
1,-58.7128850733563,42.2356732135664,19.1011822769033,5.87288516299303
1,-57.2851833840352,38.5988104706609,18.5594386741317,7.62778307500227
1,-57.3437183720869,38.1245572173055,16.1217711937835,9.70873184109857
1,-62.3974421628903,31.8425897445883,20.9320963345062,12.5429344378038
1,-65.982855812414,30.1992369272438,15.2851148727686,9.98639058959624
1,-67.3159227711885,31.8274756158872,16.0881870189286,11.0160777593278
1,-66.7739906066715,35.3516189180522,7.18547930689829,12.6327662005299
1,-66.8020351906473,36.1074228820526,5.68402112976217,11.0963859746038
1,-67.1386601241457,36.585755380559,11.6904434015938,10.8899089014181
